id,host_id,name,neighbourhood_cleansed,cluster_kmeans
1274318654384890059,31354282,2-værelses lejlighed tæt på indre by,Amager st,0
1274486421659578103,55256200,Familiehus med skøn beliggenhed,Amager st,2
1274521534819515912,18662993,Cozy & central 1bedroom flat very close to the sea,sterbro,0
1274740309064634261,658796817,Centralt værelse,Indre By,0
1274746422503717573,150485305,Værelse i penthouse lejlighed,Amager Vest,0
1274755914709408405,3944483,Bright and cozy apartment,Amager Vest,0
1275207692119794680,137471143,Skøn lejlighed på Østerbro,sterbro,0
1275229336248757151,152076721,Herskabslejlighed i hjertet af Frederiksberg,Frederiksberg,0
1275910767926537755,83686957,Beautiful apartment!,Valby,4
1275954519499591758,56685970,Apartment in Nørrebro,Nrrebro,0
1275976359189050258,18473550,"Stor 2,5 værelses med tagterrasse",Brnshj-Husum,0
1276048132784543157,43018061,Rækkehus i charmerende kvarter,Vesterbro-Kongens Enghave,2
1276486693051565445,659155476,Copenhagen residence in nature,Vesterbro-Kongens Enghave,2
1276571500044000284,20986035,INACTIVEStylish flat - central location,Amager st,4
1276586576443374829,6334152,Apartment near lakes and park,sterbro,4
1276653660431218182,544599768,Skøn lejlighed på Frederiksberg,Frederiksberg,0
1276699100900110139,14245180,Well Located Quiet Room,Nrrebro,0
1276699126063475851,14245180,Well Located Light Room,Nrrebro,0
1276755638928441969,404105110,Charmerende bolig på Østerbro,sterbro,0
1277331859448517938,659340481,Cosy apartment by the ocean.,sterbro,0
1277368455566010949,160302110,Hyggelig lejlighed på Nørrebro,Nrrebro,4
1277384075921795580,241063843,Stilren 2-værelses på Vesterbro,Vesterbro-Kongens Enghave,3
1277472163535451265,187610263,Vesterbro - 1br - 2 People - Close To Tivoli - Ves,Vesterbro-Kongens Enghave,3
1277479480921501515,187610263,Østerbro - Good Karma - Close Metro 3 People (1657,sterbro,0
1277506135439812156,76724390,Cozy Scandinavian home in vibrant Nordvest,Bispebjerg,0
1277511744171845307,528874147,Rummelig og lys lejlighed,Amager st,0
1277572488332220746,54384023,Hyggeligt hus med have,Brnshj-Husum,4
1278006477871460228,437864658,"Sanders Tivoli 2, Spacious 3 Bedroom near Tivoli",Indre By,1
1278050703261566572,521942482,Un precioso apartamento,Vesterbro-Kongens Enghave,3
1278240456692617585,161720998,Stylish home close to the metro,Frederiksberg,4
1278373499880866801,7956186,Beautiful central apartment,Amager st,0
1278417497675578950,240847105,Cozy Vesterbro Apartment,Vesterbro-Kongens Enghave,3
1278534291351818467,23450977,Lejlighed i midten af København,Indre By,0
1279044037593538432,16393349,"Stor, lys familielejlighed på det centrale Bryggen",Amager Vest,4
1279108003838949028,250114526,Apartment near Valby Station,Valby,4
1279478323732182848,190941570,Cozy Copenhagen apartment,sterbro,1
1279524497165725946,36940724,Cosy apartment in Copenhagen,Vanlse,0
1279586229070329718,92460691,Cozy apartment in Amagerbro,Amager Vest,0
1279642342487137785,97133607,Hyggelig & lækker,Amager Vest,0
1279671604822286901,97133607,hyggelig & super beliggenhed,Amager Vest,0
1279702644420682173,50996230,Spacious flat central Copenhagen,Indre By,0
1280270347328437683,35687307,Last minute hugely discounted flat in city centre,Indre By,4
1280309911843544538,87479407,Bright Penthouse w/ Sunny Balcony in Central CPH,Indre By,1
1280341181320410735,565312656,Lejlighed i centrum på Østerbro,sterbro,0
1280694764191115310,660094896,Lille Oase midt på Vesterbro,Vesterbro-Kongens Enghave,3
1281050121596642261,40397959,Skøn lejlighed tæt på metro,Nrrebro,0
1281076881779237041,143574425,Cozy apartment in trendy Vesterbro,Vesterbro-Kongens Enghave,3
1281097019721256451,250315789,Lejlighed i København,Frederiksberg,0
1281564152534016128,31072326,104m2 Family Home Near Christiania,Amager st,4
1281618246264792497,76686436,Ideel bolig i Østerbros hjerte,sterbro,4
1281716653065376468,22995980,Stort hus ved strand og metro,Amager st,1
1281719490959358469,197025073,Unik Vesterbro lejlighed,Vesterbro-Kongens Enghave,3
1281755601796697514,260527545,Hyggelig lejlighed i København,Frederiksberg,0
1281794578591967373,27991393,Hyggelig lejlighed i Nordvest,Vanlse,0
1281800280315064650,9641044,Unik lejlighed på indre Nørrebro i København,Nrrebro,2
1281848039891220028,86291129,Hyggelig lejlighed på Nørrebro,Nrrebro,0
1281850430034043867,393360265,"København, Danmark",Bispebjerg,0
1281865907813184172,222397722,Lejlighed midt på Nørrebro,Nrrebro,0
1281882462941077418,449584319,Klassisk byhus midt i København,sterbro,1
1281945510255654610,350790990,Hyggelig lejlighed,Frederiksberg,0
1281951625657564654,660357226,Lejlighed i hjertet af Vesterbro,Vesterbro-Kongens Enghave,3
1282032216112863487,12568888,Cosy villa for large family,Valby,2
1282058487536274646,654860018,Pretty Apartment For 6 Guests,Bispebjerg,4
1282246254402231164,23147472,Family - Central - Seas of Copenhagen - Luxury,Indre By,1
1282366057684199181,124923056,Classic Copenhagen Apartment,Frederiksberg,4
1282376050417667151,660457616,Hyggeligt hjemligt hus i Kbh,Brnshj-Husum,2
1282410854797349653,141471764,Central lys og rumlig lejlighed,Indre By,1
1282459945674246175,141802924,Lejlighed i hjertet af Nørrebro,Nrrebro,0
1282486189900934540,434135786,"Luxurious CPH flat, A+ location",Indre By,1
1282507559314835955,590311999,"Beautiful and Spacious Apt, 3BR+2BATHR.",Amager Vest,2
1282516734085895956,55286429,Hyggelig lejlighed ved søerne,Nrrebro,0
1282554626694694622,352774966,Lejlighed på Vesterbro,Vesterbro-Kongens Enghave,3
1282740516612710049,72658473,Cosy room in heart of Copenhagen,Nrrebro,0
1283296408611862526,660681841,Hyggelig bolig i rolig område,Brnshj-Husum,4
1283301873480332105,434135786,The Secret Gem - Private balcony,Amager st,0
1283345289083449722,660671778,Cozy place close to everything,Amager st,0
1283373537515317266,21086675,Funky og nyrenoveret,Indre By,2
1283470656588145181,251830085,Halvt dobbelthus med skøn have.,Brnshj-Husum,4
1283932443306123445,82111976,Cosy and charming flat in the heart of Vesterbro,Vesterbro-Kongens Enghave,3
1284075915879950995,447354577,Hyggelig københavnerlejlighed,Amager Vest,0
1284115306458480820,50748175,Simpel kindvriendelijk appartement,Indre By,4
1284541843389314135,4521808,Rental unit in Spinderiet Copenhagen,Valby,0
1284570539176206604,17249924,Modern apartment by the beach and metro,Amager st,0
1284574908134516725,657730418,Unik udsigt og god plads,Indre By,1
1284605369947950157,545364814,"Room for rent, Copenhagen centre",Indre By,0
1284691569973412166,660992568,Stor lejlighed i nordvest,Bispebjerg,0
1284753438135732956,59501102,Cozy Apartment in the heart of Copenhagen,Nrrebro,0
1284846912060314291,418450373,Cozy Central Apartment,Nrrebro,0
1285360491812192073,253432413,Cozy apartment on Sønder Boulevard in Vesterbro,Vesterbro-Kongens Enghave,3
1285386516628747604,187610263,Townhouse- Nørrebro - 2 Levels - 4 People (1661/1),Nrrebro,1
1285412836284097849,66641174,Bright 2-Bedroom Apartment,Nrrebro,4
1285454571901773434,45733720,Smuk kunstner lejlighed,Vesterbro-Kongens Enghave,3
1286009832482342101,8918967,lovely bohemian copenhagen flat,sterbro,1
1286011194471243693,23621490,Large & Stylish Ground-Floor Flat in Østerbro,sterbro,1
1286285601528644332,33479609,Bohemian Cozy Wooden House.,Amager Vest,2
1286290151255189546,103526144,Værelse i hus tæt på Stranden,Amager st,0
1286310261266849198,661016445,Unik perle i byens grønne hjerte,Frederiksberg,4
1286775657664365024,71623930,Lejlighed på indre Nørrebro,Nrrebro,0
1286819510060577598,96016284,Rustic apartment in Vesterbro,Vesterbro-Kongens Enghave,3
1286859716677893910,464743642,Lejlighed i hjertet af København,Amager Vest,4
1286898061588627290,112516912,In the heart of Nørrebro,Nrrebro,0
1286958359695669244,317798037,Hyggelig og stilfuld lejlighed i København,Nrrebro,4
1286965163169286123,125815537,Cozy and quiet 2-room apartment,Amager st,0
1286970345387156770,661466100,Lys og fin lejlighed,Amager st,0
1286973748360720563,14527580,Pistacio Art deco apartment,Vesterbro-Kongens Enghave,3
1287518561164584949,477134086,Bright flat in wonderful CPH,Nrrebro,0
1287581088811452291,434135786,Artful Living - 1Br With Balcony,Frederiksberg,0
1287596649197900247,219992798,Ny lejlighed ved vandet,sterbro,0
1287692830706843797,332658000,I hjertet af Carlsberg Byen,Vesterbro-Kongens Enghave,3
1287702938977494188,209702487,Cozy in the heart of Østerbro,sterbro,0
1287717530115598529,661651099,*Cozy apartment in Valby*,Valby,0
1287856898419330612,654860018,Bedroom Apartment,Bispebjerg,4
1288157011413843984,11903393,Cozy designer flat by the Canal,Indre By,0
1288159514616427264,587751005,"Nyrenoveret, lys, hyggelig",Bispebjerg,0
1288227999473745867,23972591,Spend July in CPH,Amager Vest,0
1288319379459813606,21866532,Nordic Apartment in Copenhagen,sterbro,0
1288337547796635227,288353186,Spacious City Centre Duplex New Yorker Penthouse,Amager Vest,1
1288416728914899759,338259490,Classic Copenhagen apartment,sterbro,4
1288441271413720473,28288159,Cozy cool crib in the heart of Copenhagen,Vesterbro-Kongens Enghave,3
1288984000787887131,654934541,Værelse til leje i Ørestad,Amager Vest,0
1289237188552499469,120729038,Cozy Scandinavian apartment,Indre By,0
1289276495529567444,2412899,Charmerende lejlighed med altan,Amager st,0
1289283265217912195,14573005,Perfekt til et eller to par,sterbro,4
1289664395813851138,419910846,Cozy flat in Copenhagen,Frederiksberg,0
1289675338125852300,662116003,Large Room in Central Cph Shared Kitchen & WC,Indre By,0
1289684439114336117,196626128,Penthouse med solrig altan,Valby,4
1289714780020996074,64430290,The Duck Quarters,sterbro,0
1289774614358229217,658235273,Hyggelig 3-værelses lejlighed,Frederiksberg,4
1289911784246356074,6515522,Kvisten,Vesterbro-Kongens Enghave,3
1290449604010936808,597471489,Solo traveler,Amager st,0
1290508201974606017,438405958,Lejlighed ved Royal Arena!,Amager Vest,0
1290742932728897834,68331248,Stor fed rå Vesterbro lejlighed!,Vesterbro-Kongens Enghave,3
1291182683101530118,297427220,Hyggelig lejlighed på Nørrebro,Nrrebro,4
1291216743079914066,151196235,Modern Apartment in Central CPH,Amager Vest,1
1291285892855656220,5660502,Cozy bedroom with TV,Bispebjerg,0
1291487277073789718,259704383,2 værelseslejlighed med to altaner,Vanlse,4
1291860501973327760,50691404,Charming home in peaceful area,Amager st,0
1291867417143028629,51005122,Cozy Room near Metro and City center,Amager Vest,0
1291898974904879254,31840303,Charmerende byhus med egen have,Valby,4
1291903921587192228,51005122,Cozy Scandinavian Apartment,Amager Vest,4
1291916805085530472,662590164,Smuk bolig i CPH,Amager Vest,1
1291934817804757915,42815284,Penthouse - private roof terrace,Frederiksberg,4
1291987902016087028,292216273,Hyggelig og lys lejlighed.,Nrrebro,4
1292008708410699293,185459587,Hyggelig lejlighed på Nørrebro,Nrrebro,0
1292017510278111323,3359719,"Stylish, Spacious Family Apartment",Nrrebro,4
1292024572839914946,439717188,"Cozy, Family Friendly & Central in CPH!",Frederiksberg,2
1292043926620848342,99384855,Bright Open-Plan with Balcony,Frederiksberg,1
1292045705668741247,42470769,Cozy Retreat Near City Center,Amager Vest,4
1292096722505960780,291598452,Cozy studio apartment,sterbro,0
1292102713340537646,84219279,Lejlighed i København på Jægersborggade,Nrrebro,0
1292103911258265329,526474032,Unik i hjertet af København!,Indre By,1
1292182440847420699,73001291,Lys 3-værelses lejlighed,Frederiksberg,0
1292493489835594065,82154095,Lejlighed Frederiksberg,Frederiksberg,0
1292510621417015719,184270342,Cute Copenhagen Apartment,Valby,4
1292605732214098365,576601172,Huge 213Sqm delux danish designer - city center,Indre By,1
1292624782717887123,542056893,"Central lejlighed, tæt på vandet",Amager Vest,0
1292693031610304965,662784100,Cozy 3-room apartment,Frederiksberg,0
1292711047054641530,6832897,Dejlig lejlighed på Nørrebro,Nrrebro,4
1292764915660515118,661807721,Romantic urban holiday apartment,Amager st,0
1292806150048357070,18558936,Perfectly located apartment,Amager Vest,0
1292809527722397592,74139280,Central og hyggelig lejlighed med bad i køkkenet,Indre By,0
1292852091114110945,9171454,Cozy apartment next to the park,Vesterbro-Kongens Enghave,3
1292858769485925600,41689474,Spacious apartment by the sea,Vesterbro-Kongens Enghave,4
1292864735988775263,157599304,Stor lejlighed med udsigt nær metro og centrum,Amager Vest,4
1292897467559532707,49945906,Stor Vesterbro lejlighed,Vesterbro-Kongens Enghave,1
1292897584630864574,662847513,"Classic Flat (Renovated), right by Nørrebro",Frederiksberg,0
1292934161474029777,556508681,80 m2 rækkehus med 2 terrasser,Valby,0
1293341654428922377,264254587,Rummelig lejlighed i roligt område.,Valby,0
1293345683207625090,455062401,Charming Noerrebro Apartment,Nrrebro,0
1293350405667144552,211808280,2-værelses med altan,Frederiksberg,0
1293373128120104833,29123948,The Hygge: Cozy Stay by the Beach,Amager st,0
1293375570340051071,84232712,Cosy apartment in Nordvest,Bispebjerg,0
1293464427202788963,52424288,Hyggelig lejlighed langs kanalen,Indre By,0
1293527418106444708,3632639,Architects villa / townhouse,Vanlse,4
1293579126128939017,2370742,Bedste placering på Vesterbro,Vesterbro-Kongens Enghave,1
1293983772987121751,7687550,Modern Scandinavian & Central by Opera & Nyhavn,Indre By,1
1294001411449471776,55143712,"Cozy, cute and central apartment",Vesterbro-Kongens Enghave,3
1294004272121362412,290277241,Copenhagen appartment,Nrrebro,0
1294005240320541473,229355168,Cosy room near the city and the beach,Amager st,0
1294061234837932829,123538144,Bright and spacious room in a shared apartment,Amager st,0
1294077922953361757,6419634,Room in authentic appartment,Vesterbro-Kongens Enghave,3
1294107216727890306,190405670,Hyggelig lejlighed centralt på Østerbro,sterbro,0
1294327370988949395,251481142,Cozy Copenhagen Apartment,Valby,0
1294333997644707204,89872276,Exclusive 11th floor apartment in Carlsberg Byen,Vesterbro-Kongens Enghave,2
1294348071981901682,47708161,Hygge Frederiksberg Apartment,Frederiksberg,0
1294360345597536117,26888241,Cozy apartment with big terrace and jacuzzi,Amager st,0
1294362026646066697,28751748,Room close to downtown & airport,Amager st,0
1294722663402754762,63907531,Smuk lys lejlighed i Vanløse,Vanlse,0
1294793083799588416,8844011,"Hyggelig, nyrenoveret bolig i hjertet af Vesterbro",Vesterbro-Kongens Enghave,3
1294808852189925093,663281997,Your cozy home in Copenhagen,Amager Vest,4
1294842288874610278,162547452,Cozy apartment in the city center,Indre By,0
1294981212036917759,331379027,Chamerende lejlighed i København,sterbro,0
1295015063943181421,36055782,Stort børnevenligt hus tæt ved natur,Vanlse,4
1295085469372056846,28915254,Skøn rummelig familielejlighed,Frederiksberg,4
1295498809320901400,516475429,Perfect 3BR City-Break Home,Indre By,1
1295634856819381853,516475429,Spacious Nørrebro Stay for Groups & Families,Nrrebro,1
1295825501888062667,242268786,2 rooms apartment cph,Amager st,0
1296150516769088279,123538144,Little Room near Metro & Center,Amager st,0
1296270534317849235,197673789,Chamerende lejlighed på Amager.,Amager Vest,0
1296275251150929124,444342924,Studio Balcony City-Nature View,Vesterbro-Kongens Enghave,3
1296287059834698797,663585892,Urban Oasis: Bright and Stylish Studio in CPH,Vanlse,0
1296302278877189226,65936711,Zen Balcony Flat -5 Min to Water in Islands Brygge,Amager Vest,0
1296429855126967868,19334927,Bright Apartment in Amager,Amager st,0
1296503023120168094,327251105,Lejlighed med privat tagterrasse,Frederiksberg,4
1296519609528352315,52958587,Villalejlighed med egen have,Brnshj-Husum,4
1296864324297331156,4444128,Nordic Cosy Family Home,Amager Vest,4
1296867411573652669,55631338,Central Copenhagen flat,Valby,0
1296962564038180391,538704249,Meget centralt i København,Indre By,1
1296970289919887111,117114923,Hip lejlighed midt på Nørrebro,Nrrebro,0
